,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Fwd IAT Total,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Subflow Bwd Bytes,Init Fwd Win Bytes,Label
1450325,267,935.0,267,89.0,154.15253,935,233.75,467.5,9533.0,935,150.25,330.56522,109273.36,171.71428,89.0,233.75,267,935,65535,3
1564901,315,935.0,315,105.0,181.86534,935,233.75,467.5,6325.0,935,156.25,333.4104,111162.5,178.57143,105.0,233.75,315,935,65535,3
2320025,0,0.0,0,0.0,0.0,0,0.0,0.0,76843.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1401176,289,935.0,289,96.333336,166.85423,935,233.75,467.5,16010.0,935,153.0,331.76456,110067.71,174.85715,96.333336,233.75,289,935,65535,3
1410410,339,935.0,339,113.0,195.72174,935,233.75,467.5,2123.0,935,159.25,335.14633,112323.07,182.0,113.0,233.75,339,935,65535,3
1476407,314,935.0,314,104.666664,181.28798,935,233.75,467.5,5025.0,935,156.125,333.34256,111117.266,178.42857,104.666664,233.75,314,935,65535,3
2340598,0,0.0,0,0.0,0.0,0,0.0,0.0,92018.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1429936,0,0.0,0,0.0,0.0,0,0.0,0.0,12162.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1420821,312,935.0,312,104.0,180.13329,935,233.75,467.5,10033.0,935,155.875,333.20798,111027.555,178.14285,104.0,233.75,312,935,65535,3
1469347,291,935.0,291,97.0,168.00893,935,233.75,467.5,5322.0,935,153.25,331.88242,110145.93,175.14285,97.0,233.75,291,935,65535,3
1965710,0,0.0,0,0.0,0.0,0,0.0,0.0,3488.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2326151,0,0.0,0,0.0,0.0,0,0.0,0.0,47178.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2068109,0,0.0,0,0.0,0.0,0,0.0,0.0,12408.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1490287,267,935.0,267,89.0,154.15253,935,233.75,467.5,13117.0,935,150.25,330.56522,109273.36,171.71428,89.0,233.75,267,935,65535,3
1416785,272,935.0,272,90.666664,157.03928,935,233.75,467.5,10326.0,935,150.875,330.8221,109443.266,172.42857,90.666664,233.75,272,935,65535,3
2298187,0,0.0,0,0.0,0.0,0,0.0,0.0,30144.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1415478,326,935.0,326,108.666664,188.21619,935,233.75,467.5,12550.0,935,157.625,334.18042,111676.555,180.14285,108.666664,233.75,326,935,65535,3
1503961,0,0.0,0,0.0,0.0,0,0.0,0.0,28639.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1520649,266,935.0,266,88.666664,153.57516,935,233.75,467.5,5281.0,935,150.125,330.51495,109240.125,171.57143,88.666664,233.75,266,935,65535,3
1569564,266,935.0,266,88.666664,153.57516,935,233.75,467.5,6457.0,935,150.125,330.51495,109240.125,171.57143,88.666664,233.75,266,935,65535,3
1414298,314,935.0,314,104.666664,181.28798,935,233.75,467.5,14446.0,935,156.125,333.34256,111117.266,178.42857,104.666664,233.75,314,935,65535,3
1524175,284,935.0,284,94.666664,163.96748,935,233.75,467.5,4506.0,935,152.375,331.47632,109876.555,174.14285,94.666664,233.75,284,935,65535,3
2129975,0,0.0,0,0.0,0.0,0,0.0,0.0,30394.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2219773,0,0.0,0,0.0,0.0,0,0.0,0.0,46930.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1522027,275,935.0,275,91.666664,158.77132,935,233.75,467.5,959.0,935,151.25,330.98068,109548.21,172.85715,91.666664,233.75,275,935,65535,3
1568197,276,935.0,276,92.0,159.34868,935,233.75,467.5,11510.0,935,151.375,331.03427,109583.695,173.0,92.0,233.75,276,935,65535,3
1550731,308,935.0,308,102.666664,177.82388,935,233.75,467.5,12832.0,935,155.375,332.9431,110851.125,177.57143,102.666664,233.75,308,935,65535,3
2260531,0,0.0,0,0.0,0.0,0,0.0,0.0,38874.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1551963,316,935.0,316,105.333336,182.44269,935,233.75,467.5,1197.0,935,156.375,333.4786,111207.984,178.71428,105.333336,233.75,316,935,65535,3
1523752,291,935.0,291,97.0,168.00893,935,233.75,467.5,11805.0,935,153.25,331.88242,110145.93,175.14285,97.0,233.75,291,935,65535,3
1415828,315,935.0,315,105.0,181.86534,935,233.75,467.5,13233.0,935,156.25,333.4104,111162.5,178.57143,105.0,233.75,315,935,65535,3
1551605,316,935.0,316,105.333336,182.44269,935,233.75,467.5,8351.0,935,156.375,333.4786,111207.984,178.71428,105.333336,233.75,316,935,65535,3
1566410,312,935.0,312,104.0,180.13329,935,233.75,467.5,6736.0,935,155.875,333.20798,111027.555,178.14285,104.0,233.75,312,935,65535,3
1424325,0,0.0,0,0.0,0.0,0,0.0,0.0,1309.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
2195999,0,0.0,0,0.0,0.0,0,0.0,0.0,98424.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2024895,0,0.0,0,0.0,0.0,0,0.0,0.0,17769.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1516546,314,935.0,314,104.666664,181.28798,935,233.75,467.5,1005.0,935,156.125,333.34256,111117.266,178.42857,104.666664,233.75,314,935,65535,3
1460881,299,935.0,299,99.666664,172.62773,935,233.75,467.5,5290.0,935,154.25,332.36844,110468.79,176.28572,99.666664,233.75,299,935,65535,3
2189116,0,0.0,0,0.0,0.0,0,0.0,0.0,55692.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2308730,0,0.0,0,0.0,0.0,0,0.0,0.0,80866.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1445812,315,935.0,315,105.0,181.86534,935,233.75,467.5,15590.0,935,156.25,333.4104,111162.5,178.57143,105.0,233.75,315,935,65535,3
2079069,0,0.0,0,0.0,0.0,0,0.0,0.0,39843.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2433003,320,935.0,320,80.0,160.0,935,187.0,418.1447,4437406.0,935,125.5,301.68463,91013.61,139.44444,80.0,187.0,320,935,225,3
1497585,0,0.0,0,0.0,0.0,0,0.0,0.0,20722.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1421704,315,935.0,315,105.0,181.86534,935,233.75,467.5,15524.0,935,156.25,333.4104,111162.5,178.57143,105.0,233.75,315,935,65535,3
1502938,248,935.0,248,82.666664,143.18286,935,233.75,467.5,1535.0,935,147.875,329.6736,108684.695,169.0,82.666664,233.75,248,935,65535,3
2431937,0,0.0,0,0.0,0.0,0,0.0,0.0,97950.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1944345,0,0.0,0,0.0,0.0,0,0.0,0.0,43445.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1524131,0,0.0,0,0.0,0.0,0,0.0,0.0,17156.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
2067393,0,0.0,0,0.0,0.0,0,0.0,0.0,43020.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1513114,310,935.0,310,103.333336,178.97858,935,233.75,467.5,19827.0,935,155.625,333.07483,110938.836,177.85715,103.333336,233.75,310,935,65535,3
1450878,0,0.0,0,0.0,0.0,0,0.0,0.0,6589.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1479758,300,935.0,300,100.0,173.20508,935,233.75,467.5,7582.0,935,154.375,332.43085,110510.266,176.42857,100.0,233.75,300,935,65535,3
1577448,299,935.0,299,99.666664,172.62773,935,233.75,467.5,1011.0,935,154.25,332.36844,110468.79,176.28572,99.666664,233.75,299,935,65535,3
1953877,328,935.0,328,109.333336,189.3709,935,233.75,467.5,9248.0,935,157.875,334.3251,111773.266,180.42857,109.333336,233.75,328,935,26883,3
1553595,298,935.0,298,99.333336,172.05038,935,233.75,467.5,1236.0,935,154.125,332.30643,110427.555,176.14285,99.333336,233.75,298,935,65535,3
1501827,324,935.0,324,108.0,187.0615,935,233.75,467.5,14123.0,935,157.375,334.03717,111580.836,179.85715,108.0,233.75,324,935,65535,3
2028635,0,0.0,0,0.0,0.0,0,0.0,0.0,87864.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1561874,309,935.0,309,103.0,178.40123,935,233.75,467.5,1189.0,935,155.5,333.0088,110894.86,177.71428,103.0,233.75,309,935,65535,3
2064258,0,0.0,0,0.0,0.0,0,0.0,0.0,7393.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2104673,0,0.0,0,0.0,0.0,0,0.0,0.0,41638.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1524284,284,935.0,284,94.666664,163.96748,935,233.75,467.5,7935.0,935,152.375,331.47632,109876.555,174.14285,94.666664,233.75,284,935,65535,3
2084831,0,0.0,0,0.0,0.0,0,0.0,0.0,68341.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1456739,268,935.0,268,89.333336,154.72987,935,233.75,467.5,10237.0,935,150.375,330.61584,109306.836,171.85715,89.333336,233.75,268,935,65535,3
1456916,299,935.0,299,99.666664,172.62773,935,233.75,467.5,4012.0,935,154.25,332.36844,110468.79,176.28572,99.666664,233.75,299,935,65535,3
1476723,336,935.0,336,112.0,193.98969,935,233.75,467.5,7383.0,935,158.875,334.9181,112170.125,181.57143,112.0,233.75,336,935,65535,3
1438765,0,0.0,0,0.0,0.0,0,0.0,0.0,16379.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1523253,339,935.0,339,113.0,195.72174,935,233.75,467.5,1042.0,935,159.25,335.14633,112323.07,182.0,113.0,233.75,339,935,65535,3
2054655,0,0.0,0,0.0,0.0,0,0.0,0.0,52287.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1432390,339,935.0,339,113.0,195.72174,935,233.75,467.5,14017.0,935,159.25,335.14633,112323.07,182.0,113.0,233.75,339,935,65535,3
1506228,0,0.0,0,0.0,0.0,0,0.0,0.0,25433.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
2330238,0,0.0,0,0.0,0.0,0,0.0,0.0,58496.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1415104,0,0.0,0,0.0,0.0,0,0.0,0.0,23540.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
2022629,0,0.0,0,0.0,0.0,0,0.0,0.0,12187.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1506408,249,935.0,249,83.0,143.76022,935,233.75,467.5,8496.0,935,148.0,329.7172,108713.43,169.14285,83.0,233.75,249,935,65535,3
2285161,0,0.0,0,0.0,0.0,0,0.0,0.0,40211.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2020046,0,0.0,0,0.0,0.0,0,0.0,0.0,52226.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2397241,0,0.0,0,0.0,0.0,0,0.0,0.0,48228.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1419308,0,0.0,0,0.0,0.0,0,0.0,0.0,3887.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1510048,288,935.0,288,96.0,166.27687,935,233.75,467.5,13034.0,935,152.875,331.70618,110028.984,174.71428,96.0,233.75,288,935,65535,3
2202711,0,0.0,0,0.0,0.0,0,0.0,0.0,44311.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1437540,0,0.0,0,0.0,0.0,0,0.0,0.0,27173.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1416415,0,0.0,0,0.0,0.0,0,0.0,0.0,16140.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
2075811,0,0.0,0,0.0,0.0,0,0.0,0.0,36529.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1540006,323,935.0,323,107.666664,186.48413,935,233.75,467.5,1026.0,935,157.25,333.9661,111533.36,179.71428,107.666664,233.75,323,935,65535,3
2061547,0,0.0,0,0.0,0.0,0,0.0,0.0,75833.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1560081,339,935.0,339,113.0,195.72174,935,233.75,467.5,10249.0,935,159.25,335.14633,112323.07,182.0,113.0,233.75,339,935,65535,3
2090362,0,0.0,0,0.0,0.0,0,0.0,0.0,30255.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2516167,0,0.0,0,0.0,0.0,0,0.0,0.0,137753.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2075694,356,935.0,356,89.0,178.0,935,187.0,418.1447,4325595.0,935,129.1,304.46545,92699.21,143.44444,89.0,187.0,356,935,225,3
1963092,348,935.0,348,116.0,200.9179,935,233.75,467.5,5095.0,935,160.375,335.85028,112795.414,183.28572,116.0,233.75,348,935,26883,3
1423537,0,0.0,0,0.0,0.0,0,0.0,0.0,7148.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1491897,309,935.0,309,103.0,178.40123,935,233.75,467.5,8173.0,935,155.5,333.0088,110894.86,177.71428,103.0,233.75,309,935,65535,3
1415243,248,935.0,248,82.666664,143.18286,935,233.75,467.5,14486.0,935,147.875,329.6736,108684.695,169.0,82.666664,233.75,248,935,65535,3
1479263,248,935.0,248,82.666664,143.18286,935,233.75,467.5,19127.0,935,147.875,329.6736,108684.695,169.0,82.666664,233.75,248,935,65535,3
1560697,340,935.0,340,113.333336,196.29909,935,233.75,467.5,9796.0,935,159.375,335.22314,112374.555,182.14285,113.333336,233.75,340,935,65535,3
2111111,0,0.0,0,0.0,0.0,0,0.0,0.0,20150.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2288644,0,0.0,0,0.0,0.0,0,0.0,0.0,66857.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2318811,0,0.0,0,0.0,0.0,0,0.0,0.0,123251.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1554184,300,935.0,300,100.0,173.20508,935,233.75,467.5,1327.0,935,154.375,332.43085,110510.266,176.42857,100.0,233.75,300,935,65535,3
1394433,0,0.0,0,0.0,0.0,0,0.0,0.0,21737.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1964144,349,935.0,349,116.333336,201.49524,935,233.75,467.5,22466.0,935,160.5,335.93027,112849.14,183.42857,116.333336,233.75,349,935,26883,3
1501456,291,935.0,291,97.0,168.00893,935,233.75,467.5,4561.0,935,153.25,331.88242,110145.93,175.14285,97.0,233.75,291,935,65535,3
1549049,247,935.0,247,82.333336,142.60551,935,233.75,467.5,1273.0,935,147.75,329.63043,108656.21,168.85715,82.333336,233.75,247,935,65535,3
2077505,0,0.0,0,0.0,0.0,0,0.0,0.0,6828.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1402435,0,0.0,0,0.0,0.0,0,0.0,0.0,16096.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1438392,0,0.0,0,0.0,0.0,0,0.0,0.0,33517.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1552493,336,935.0,336,112.0,193.98969,935,233.75,467.5,7358.0,935,158.875,334.9181,112170.125,181.57143,112.0,233.75,336,935,65535,3
1536568,339,935.0,339,113.0,195.72174,935,233.75,467.5,1053.0,935,159.25,335.14633,112323.07,182.0,113.0,233.75,339,935,65535,3
1500204,274,935.0,274,91.333336,158.19397,935,233.75,467.5,13233.0,935,151.125,330.92746,109512.984,172.71428,91.333336,233.75,274,935,65535,3
2306808,0,0.0,0,0.0,0.0,0,0.0,0.0,58799.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2305286,0,0.0,0,0.0,0.0,0,0.0,0.0,60860.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2071591,0,0.0,0,0.0,0.0,0,0.0,0.0,59720.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2060851,0,0.0,0,0.0,0.0,0,0.0,0.0,17044.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1509128,276,935.0,276,92.0,159.34868,935,233.75,467.5,8274.0,935,151.375,331.03427,109583.695,173.0,92.0,233.75,276,935,65535,3
1490106,0,0.0,0,0.0,0.0,0,0.0,0.0,32681.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
2129331,0,0.0,0,0.0,0.0,0,0.0,0.0,21104.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1571585,323,935.0,323,107.666664,186.48413,935,233.75,467.5,5093.0,935,157.25,333.9661,111533.36,179.71428,107.666664,233.75,323,935,65535,3
2034782,0,0.0,0,0.0,0.0,0,0.0,0.0,21772.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2195871,0,0.0,0,0.0,0.0,0,0.0,0.0,64306.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1403362,0,0.0,0,0.0,0.0,0,0.0,0.0,29466.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
2170855,0,0.0,0,0.0,0.0,0,0.0,0.0,103551.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1494099,273,935.0,273,91.0,157.61662,935,233.75,467.5,14255.0,935,151.0,330.8746,109478.0,172.57143,91.0,233.75,273,935,65535,3
2084792,0,0.0,0,0.0,0.0,0,0.0,0.0,65155.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1471360,349,935.0,349,116.333336,201.49524,935,233.75,467.5,8974.0,935,160.5,335.93027,112849.14,183.42857,116.333336,233.75,349,935,65535,3
1499813,247,935.0,247,82.333336,142.60551,935,233.75,467.5,8116.0,935,147.75,329.63043,108656.21,168.85715,82.333336,233.75,247,935,65535,3
1461512,260,935.0,260,86.666664,150.11107,935,233.75,467.5,13394.0,935,149.375,330.2211,109045.984,170.71428,86.666664,233.75,260,935,65535,3
1530788,261,935.0,261,87.0,150.68842,935,233.75,467.5,6797.0,935,149.5,330.26917,109077.71,170.85715,87.0,233.75,261,935,65535,3
1521173,315,935.0,315,105.0,181.86534,935,233.75,467.5,13138.0,935,156.25,333.4104,111162.5,178.57143,105.0,233.75,315,935,65535,3
2398127,0,0.0,0,0.0,0.0,0,0.0,0.0,47320.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2285996,0,0.0,0,0.0,0.0,0,0.0,0.0,83373.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1526909,268,935.0,268,89.333336,154.72987,935,233.75,467.5,638.0,935,150.375,330.61584,109306.836,171.85715,89.333336,233.75,268,935,65535,3
2021820,0,0.0,0,0.0,0.0,0,0.0,0.0,22405.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1543205,326,935.0,326,108.666664,188.21619,935,233.75,467.5,9434.0,935,157.625,334.18042,111676.555,180.14285,108.666664,233.75,326,935,65535,3
1475168,315,935.0,315,105.0,181.86534,935,233.75,467.5,5461.0,935,156.25,333.4104,111162.5,178.57143,105.0,233.75,315,935,65535,3
1479337,308,935.0,308,102.666664,177.82388,935,233.75,467.5,9000.0,935,155.375,332.9431,110851.125,177.57143,102.666664,233.75,308,935,65535,3
1482572,314,935.0,314,104.666664,181.28798,935,233.75,467.5,11637.0,935,156.125,333.34256,111117.266,178.42857,104.666664,233.75,314,935,65535,3
1413709,310,935.0,310,103.333336,178.97858,935,233.75,467.5,9389.0,935,155.625,333.07483,110938.836,177.85715,103.333336,233.75,310,935,65535,3
2339299,0,0.0,0,0.0,0.0,0,0.0,0.0,49634.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1981509,0,0.0,0,0.0,0.0,0,0.0,0.0,16909.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1417848,316,935.0,316,105.333336,182.44269,935,233.75,467.5,13402.0,935,156.375,333.4786,111207.984,178.71428,105.333336,233.75,316,935,65535,3
2028747,0,0.0,0,0.0,0.0,0,0.0,0.0,73601.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2161965,0,0.0,0,0.0,0.0,0,0.0,0.0,44086.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2193178,0,0.0,0,0.0,0.0,0,0.0,0.0,67316.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2481559,0,0.0,0,0.0,0.0,0,0.0,0.0,48911.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2320184,0,0.0,0,0.0,0.0,0,0.0,0.0,70456.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2116245,0,0.0,0,0.0,0.0,0,0.0,0.0,73957.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1408523,299,935.0,299,99.666664,172.62773,935,233.75,467.5,14368.0,935,154.25,332.36844,110468.79,176.28572,99.666664,233.75,299,935,65535,3
2202933,0,0.0,0,0.0,0.0,0,0.0,0.0,75038.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1486165,266,935.0,266,88.666664,153.57516,935,233.75,467.5,3574.0,935,150.125,330.51495,109240.125,171.57143,88.666664,233.75,266,935,65535,3
1577087,339,935.0,339,113.0,195.72174,935,233.75,467.5,10318.0,935,159.25,335.14633,112323.07,182.0,113.0,233.75,339,935,65535,3
1533735,249,935.0,249,83.0,143.76022,935,233.75,467.5,913.0,935,148.0,329.7172,108713.43,169.14285,83.0,233.75,249,935,65535,3
1472090,273,935.0,273,91.0,157.61662,935,233.75,467.5,7657.0,935,151.0,330.8746,109478.0,172.57143,91.0,233.75,273,935,65535,3
2400510,0,0.0,0,0.0,0.0,0,0.0,0.0,27034.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1550936,310,935.0,310,103.333336,178.97858,935,233.75,467.5,8161.0,935,155.625,333.07483,110938.836,177.85715,103.333336,233.75,310,935,65535,3
1543580,340,935.0,340,113.333336,196.29909,935,233.75,467.5,9393.0,935,159.375,335.22314,112374.555,182.14285,113.333336,233.75,340,935,65535,3
1988497,0,0.0,0,0.0,0.0,0,0.0,0.0,7024.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1449013,326,935.0,326,108.666664,188.21619,935,233.75,467.5,14554.0,935,157.625,334.18042,111676.555,180.14285,108.666664,233.75,326,935,65535,3
1586534,299,935.0,299,99.666664,172.62773,935,233.75,467.5,10280.0,935,154.25,332.36844,110468.79,176.28572,99.666664,233.75,299,935,65535,3
2346729,0,0.0,0,0.0,0.0,0,0.0,0.0,48312.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1505968,266,935.0,266,88.666664,153.57516,935,233.75,467.5,1366.0,935,150.125,330.51495,109240.125,171.57143,88.666664,233.75,266,935,65535,3
1954555,361,935.0,361,120.333336,208.42345,935,233.75,467.5,6850.0,935,162.0,336.91754,113513.43,185.14285,120.333336,233.75,361,935,26883,3
2101578,0,0.0,0,0.0,0.0,0,0.0,0.0,71435.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1484762,273,935.0,273,91.0,157.61662,935,233.75,467.5,8023.0,935,151.0,330.8746,109478.0,172.57143,91.0,233.75,273,935,65535,3
1535997,247,935.0,247,82.333336,142.60551,935,233.75,467.5,4880.0,935,147.75,329.63043,108656.21,168.85715,82.333336,233.75,247,935,65535,3
2416312,0,0.0,0,0.0,0.0,0,0.0,0.0,44712.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1522932,273,935.0,273,91.0,157.61662,935,233.75,467.5,9726.0,935,151.0,330.8746,109478.0,172.57143,91.0,233.75,273,935,65535,3
1961408,307,935.0,307,102.333336,177.24654,935,233.75,467.5,13861.0,935,155.25,332.8778,110807.64,177.42857,102.333336,233.75,307,935,26883,3
1551678,342,935.0,342,114.0,197.4538,935,233.75,467.5,8941.0,935,159.625,335.3778,112478.266,182.42857,114.0,233.75,342,935,65535,3
1401796,316,935.0,316,105.333336,182.44269,935,233.75,467.5,14413.0,935,156.375,333.4786,111207.984,178.71428,105.333336,233.75,316,935,65535,3
1496500,315,935.0,315,105.0,181.86534,935,233.75,467.5,10194.0,935,156.25,333.4104,111162.5,178.57143,105.0,233.75,315,935,65535,3
1570425,326,935.0,326,108.666664,188.21619,935,233.75,467.5,9651.0,935,157.625,334.18042,111676.555,180.14285,108.666664,233.75,326,935,65535,3
1549775,273,935.0,273,91.0,157.61662,935,233.75,467.5,15944.0,935,151.0,330.8746,109478.0,172.57143,91.0,233.75,273,935,65535,3
1555371,309,935.0,309,103.0,178.40123,935,233.75,467.5,6208.0,935,155.5,333.0088,110894.86,177.71428,103.0,233.75,309,935,65535,3
1637096,0,0.0,0,0.0,0.0,0,0.0,0.0,27162.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1521101,312,935.0,312,104.0,180.13329,935,233.75,467.5,8490.0,935,155.875,333.20798,111027.555,178.14285,104.0,233.75,312,935,65535,3
1462706,0,0.0,0,0.0,0.0,0,0.0,0.0,2649.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1508253,314,935.0,314,104.666664,181.28798,935,233.75,467.5,10875.0,935,156.125,333.34256,111117.266,178.42857,104.666664,233.75,314,935,65535,3
1431502,316,935.0,316,105.333336,182.44269,935,233.75,467.5,14201.0,935,156.375,333.4786,111207.984,178.71428,105.333336,233.75,316,935,65535,3
1530524,311,935.0,311,103.666664,179.55594,935,233.75,467.5,6194.0,935,155.75,333.1412,110983.07,178.0,103.666664,233.75,311,935,65535,3
2461519,658,935.0,329,109.666664,169.89487,935,187.0,418.1447,4534210.0,935,132.75,282.71994,79930.57,144.81818,109.666664,187.0,658,935,225,3
2035934,0,0.0,0,0.0,0.0,0,0.0,0.0,48174.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1704147,0,0.0,0,0.0,0.0,0,0.0,0.0,24827.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32738,3
1502910,288,935.0,288,96.0,166.27687,935,233.75,467.5,4883.0,935,152.875,331.70618,110028.984,174.71428,96.0,233.75,288,935,65535,3
2134621,0,0.0,0,0.0,0.0,0,0.0,0.0,18051.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2149725,0,0.0,0,0.0,0.0,0,0.0,0.0,42042.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
2167692,0,0.0,0,0.0,0.0,0,0.0,0.0,57903.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1527932,316,935.0,316,105.333336,182.44269,935,233.75,467.5,11618.0,935,156.375,333.4786,111207.984,178.71428,105.333336,233.75,316,935,65535,3
2028141,0,0.0,0,0.0,0.0,0,0.0,0.0,34924.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,225,3
1469847,288,935.0,288,96.0,166.27687,935,233.75,467.5,8315.0,935,152.875,331.70618,110028.984,174.71428,96.0,233.75,288,935,65535,3
