,service,flag,src_bytes,dst_bytes,count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,attack
91754,49,9,28,0,67,1.0,0.0,67,0.48,0.03,0
116029,36,1,0,0,260,0.07,0.07,18,0.07,0.07,0
62538,5,5,0,0,262,0.01,0.06,3,0.01,0.07,0
25042,28,1,0,0,254,0.06,0.07,14,0.05,0.07,0
42855,49,1,0,0,129,0.03,0.06,4,0.02,0.07,0
1006,49,5,0,0,210,0.06,0.06,13,0.05,0.07,0
77301,49,5,0,0,202,0.02,0.07,5,0.02,0.09,0
2011,24,9,54540,8314,5,1.0,0.0,13,1.0,0.0,0
113332,49,5,0,0,125,0.01,0.06,7,0.03,0.05,0
57002,24,5,0,0,79,0.25,0.05,60,0.24,0.02,0
18998,18,5,0,0,39,0.31,0.1,52,0.2,0.04,0
12617,26,1,0,0,103,0.01,0.08,1,0.0,0.07,0
123910,34,5,0,0,6,0.67,0.33,4,0.02,0.07,0
122985,2,1,0,0,249,0.02,0.06,5,0.02,0.07,0
8815,49,5,0,0,111,0.18,0.05,20,0.11,0.1,0
33779,49,1,0,0,96,0.01,0.07,1,0.0,0.06,0
110681,20,1,0,0,118,0.03,0.07,4,0.02,0.07,0
19545,49,5,0,0,79,0.3,0.06,24,0.09,0.05,0
70938,56,1,0,0,111,0.01,0.08,1,0.0,0.08,0
47195,2,5,0,0,251,0.07,0.06,18,0.07,0.07,0
119534,20,5,0,0,77,0.23,0.06,40,0.16,0.04,0
48624,24,9,54540,8314,4,1.0,0.0,16,1.0,0.0,0
107475,49,5,0,0,38,0.08,0.16,19,0.07,0.09,0
87154,49,5,0,0,140,0.17,0.05,24,0.09,0.04,0
74586,23,5,0,0,271,0.01,0.06,18,0.07,0.08,0
101731,49,5,0,0,177,0.02,0.07,18,0.07,0.06,0
17274,15,9,1032,0,511,1.0,0.0,47,0.18,0.04,0
117657,21,5,0,0,141,0.04,0.06,1,0.0,0.08,0
57377,62,5,0,0,119,0.15,0.06,2,0.01,0.06,0
43069,28,5,0,0,135,0.13,0.07,6,0.02,0.06,0
77939,24,5,0,0,10,0.5,0.4,22,0.09,0.06,0
91221,15,9,520,0,455,1.0,0.0,39,1.0,0.0,0
116508,42,2,0,0,123,0.15,0.07,19,0.07,0.07,0
13911,60,5,0,0,61,0.23,0.07,34,0.13,0.06,0
14108,20,5,0,0,2,1.0,0.0,55,0.22,0.04,0
46253,66,5,0,0,284,0.02,0.06,3,0.01,0.06,0
16518,16,5,0,0,117,0.02,0.07,2,0.01,0.06,0
107368,37,5,0,0,108,0.19,0.05,20,0.08,0.05,0
100176,18,5,0,0,57,0.25,0.07,48,0.19,0.05,0
108250,49,5,0,0,101,0.13,0.06,20,0.08,0.05,0
29253,41,5,0,0,129,0.13,0.05,4,0.02,0.07,0
73715,67,5,0,0,282,0.02,0.05,7,0.03,0.05,0
122678,60,5,0,0,255,0.08,0.05,20,0.08,0.05,0
112236,2,5,0,0,247,0.1,0.05,25,0.1,0.06,0
20435,33,1,0,0,231,0.06,0.07,13,0.05,0.08,0
43952,49,5,0,0,150,0.17,0.05,8,0.03,0.06,0
57510,49,5,0,0,193,0.03,0.06,15,0.06,0.07,0
80755,38,5,0,0,273,0.03,0.06,7,0.03,0.08,0
111207,55,5,0,0,167,0.03,0.08,5,0.02,0.08,0
95302,5,5,0,0,295,0.08,0.05,23,0.09,0.05,0
13120,49,5,0,0,85,0.08,0.06,20,0.08,0.07,0
64223,49,5,0,0,142,0.14,0.06,20,0.08,0.06,0
36370,24,9,54540,8314,5,1.0,0.0,254,1.0,0.0,0
52657,49,9,28,0,77,1.0,0.0,77,0.3,0.02,0
82792,59,5,0,0,233,0.07,0.06,17,0.07,0.07,0
15059,32,5,0,0,102,0.2,0.06,20,0.08,0.06,0
54260,65,5,0,0,116,0.1,0.07,12,0.05,0.06,0
79674,49,5,0,0,291,0.06,0.05,9,0.04,0.07,0
102020,49,1,0,0,117,0.03,0.08,3,0.01,0.06,0
69778,49,5,0,0,61,0.23,0.1,14,0.05,0.07,0
3283,48,5,0,0,9,0.56,0.33,5,0.02,0.07,0
38041,41,5,0,0,126,0.14,0.06,18,0.07,0.07,0
7997,68,5,0,0,235,0.01,0.07,3,0.01,0.08,0
3253,49,5,0,0,146,0.02,0.08,16,0.06,0.08,0
59746,15,9,1032,0,465,1.0,0.0,255,1.0,0.0,0
42876,11,5,0,0,202,0.07,0.06,19,0.07,0.06,0
75552,7,5,0,0,276,0.06,0.06,16,0.06,0.08,0
67425,66,1,0,0,207,0.01,0.07,3,0.01,0.07,0
87466,49,5,0,0,143,0.08,0.06,10,0.04,0.07,0
19890,48,5,0,0,8,0.5,0.38,4,0.02,0.07,0
96984,18,5,0,0,202,0.07,0.07,14,0.05,0.07,0
111679,28,5,0,0,204,0.04,0.08,8,0.03,0.08,0
41109,15,9,1032,0,511,1.0,0.0,249,0.98,0.01,0
12057,49,1,0,0,98,0.17,0.07,17,0.07,0.06,0
47767,41,5,0,0,142,0.09,0.06,13,0.05,0.06,0
124270,11,5,0,0,259,0.08,0.05,21,0.08,0.05,0
10840,49,5,0,0,226,0.05,0.07,11,0.04,0.09,0
16978,24,5,0,0,8,0.62,0.38,56,0.22,0.02,0
49901,49,1,0,0,111,0.07,0.07,8,0.03,0.08,0
41724,49,9,28,0,30,1.0,0.0,30,0.12,0.02,0
113268,49,5,0,0,293,0.04,0.06,2,0.01,0.07,0
93808,65,2,0,0,117,0.1,0.08,12,0.05,0.07,0
85663,15,9,1032,0,511,1.0,0.0,104,0.41,0.02,0
20546,28,5,0,0,254,0.02,0.07,4,0.02,0.07,0
92761,60,5,0,0,14,0.29,0.36,47,0.18,0.04,0
92927,5,5,0,0,260,0.02,0.07,6,0.02,0.07,0
84,49,5,0,0,212,0.03,0.05,7,0.1,0.11,0
17232,49,5,0,0,251,0.06,0.05,14,0.12,0.09,0
38286,18,5,0,0,149,0.1,0.06,15,0.06,0.06,0
45846,24,9,54540,8314,1,1.0,0.0,230,1.0,0.0,0
47020,24,5,0,0,62,0.29,0.08,23,0.09,0.06,0
29692,59,5,0,0,115,0.08,0.06,3,0.01,0.07,0
26081,49,5,0,0,263,0.02,0.07,17,0.07,0.07,0
81911,68,5,0,0,209,0.1,0.05,21,0.08,0.05,0
12583,49,5,0,0,290,0.01,0.06,2,0.01,0.07,0
36114,59,5,0,0,268,0.07,0.06,18,0.07,0.07,0
114099,32,5,0,0,144,0.1,0.06,1,0.0,0.08,0
44937,39,5,0,0,215,0.04,0.07,19,0.07,0.05,0
90373,67,5,0,0,141,0.02,0.06,2,0.01,0.08,0
28753,20,5,0,0,66,0.27,0.06,61,0.24,0.02,0
20420,15,9,1032,0,511,1.0,0.0,18,0.07,0.18,0
54028,68,5,0,0,62,0.15,0.1,17,0.07,0.07,0
22700,58,5,0,0,268,0.01,0.06,3,0.01,0.06,0
77581,35,5,0,0,287,0.05,0.06,14,0.05,0.09,0
57693,19,5,0,0,270,0.07,0.06,19,0.07,0.06,0
55825,18,5,0,0,45,0.27,0.09,44,0.17,0.04,0
48393,49,5,0,0,81,0.31,0.05,25,0.1,0.04,0
24016,49,5,0,0,242,0.07,0.06,12,0.05,0.08,0
118924,49,1,0,0,272,0.03,0.07,8,0.03,0.09,0
739,15,9,1032,0,511,1.0,0.0,118,0.46,0.01,0
18384,16,5,0,0,144,0.17,0.04,24,0.09,0.05,0
30094,5,5,0,0,232,0.06,0.06,13,0.05,0.08,0
26100,6,5,0,0,5,0.6,0.4,12,0.05,0.08,0
67122,36,5,0,0,196,0.07,0.07,14,0.05,0.07,0
3843,40,5,0,0,211,0.05,0.06,11,0.04,0.06,0
64593,66,5,0,0,264,0.02,0.06,6,0.02,0.08,0
103532,15,9,520,0,240,1.0,0.0,255,1.0,0.0,0
63847,41,5,0,0,90,0.02,0.07,2,0.01,0.07,0
25431,18,5,0,0,109,0.18,0.06,9,0.04,0.07,0
70962,24,9,54540,8314,4,1.0,0.0,253,1.0,0.0,0
14738,8,1,0,0,275,0.03,0.06,9,0.04,0.07,0
23039,9,5,0,0,257,0.0,0.07,1,0.0,0.08,0
112879,44,5,0,0,150,0.07,0.06,10,0.04,0.06,0
43841,18,5,0,0,38,0.5,0.05,61,0.3,0.02,0
99379,66,1,0,0,126,0.02,0.08,3,0.01,0.07,0
115674,42,5,0,0,149,0.06,0.06,9,0.04,0.06,0
88660,56,1,0,0,236,0.07,0.06,16,0.06,0.07,0
70579,5,5,0,0,123,0.07,0.07,8,0.03,0.08,0
40227,19,5,0,0,251,0.08,0.06,20,0.08,0.08,0
70947,49,5,0,0,118,0.16,0.05,19,0.07,0.08,0
50253,16,5,0,0,136,0.09,0.05,12,0.05,0.05,0
118997,56,1,0,0,116,0.05,0.08,6,0.02,0.08,0
22990,49,1,0,0,6,1.0,0.0,24,0.09,0.05,0
71211,49,1,0,0,106,0.07,0.06,7,0.03,0.07,0
7538,15,9,520,0,238,1.0,0.0,255,1.0,0.0,0
34102,60,2,0,0,295,0.06,0.06,18,0.07,0.07,0
15340,49,1,0,0,134,0.07,0.07,7,0.03,0.07,0
16447,24,9,54540,8314,4,1.0,0.0,255,1.0,0.0,0
118318,51,5,0,0,223,0.04,0.07,9,0.04,0.07,0
30810,49,5,0,0,113,0.11,0.06,12,0.05,0.05,0
34907,49,5,0,0,255,0.01,0.07,6,0.02,0.09,0
108769,49,1,0,0,252,0.01,0.07,2,0.01,0.09,0
109282,17,5,0,0,146,0.11,0.05,16,0.06,0.05,0
31595,59,5,0,0,103,0.03,0.06,3,0.01,0.06,0
50948,17,5,0,0,145,0.06,0.06,9,0.04,0.05,0
91828,16,1,0,0,122,0.15,0.07,18,0.07,0.07,0
102410,4,1,0,0,125,0.04,0.07,5,0.02,0.07,0
21445,24,9,54540,8314,4,1.0,0.0,45,1.0,0.0,0
61291,34,2,0,0,135,0.13,0.07,18,0.07,0.06,0
125844,54,2,0,0,252,0.0,0.07,1,0.0,0.07,0
111122,13,5,0,0,228,0.09,0.06,20,0.08,0.06,0
55572,49,1,0,0,102,0.03,0.07,3,0.02,0.07,0
83151,49,5,0,0,235,0.09,0.06,15,0.06,0.08,0
119120,28,5,0,0,283,0.05,0.06,15,0.06,0.06,0
222,18,5,0,0,246,0.08,0.06,20,0.08,0.07,0
3541,17,2,0,0,140,0.14,0.06,20,0.08,0.07,0
33630,21,5,0,0,249,0.08,0.06,19,0.07,0.07,0
70749,60,5,0,0,276,0.02,0.06,5,0.02,0.07,0
40336,10,5,0,0,127,0.03,0.07,4,0.02,0.07,0
89620,41,5,0,0,75,0.16,0.07,12,0.05,0.07,0
109967,6,5,0,0,107,0.11,0.06,12,0.05,0.06,0
21926,18,5,0,0,36,0.44,0.06,20,0.21,0.05,0
58946,33,5,0,0,178,0.07,0.07,12,0.05,0.07,0
7170,56,5,0,0,221,0.1,0.05,22,0.09,0.06,0
109869,68,5,0,0,254,0.01,0.06,2,0.01,0.07,0
93608,33,5,0,0,273,0.03,0.07,8,0.03,0.07,0
43583,49,5,0,0,263,0.06,0.05,15,0.06,0.06,0
6330,49,5,0,0,229,0.05,0.06,12,0.05,0.07,0
3710,49,5,0,0,107,0.13,0.06,19,0.07,0.06,0
103316,34,5,0,0,140,0.08,0.06,10,0.04,0.07,0
47355,49,5,0,0,19,0.21,0.21,12,0.05,0.09,0
55104,56,5,0,0,278,0.09,0.04,25,0.1,0.05,0
78448,41,1,0,0,101,0.01,0.06,1,0.0,0.05,0
121145,24,1,0,0,291,0.06,0.06,17,0.07,0.08,0
65591,2,5,0,0,1,1.0,0.0,7,0.03,0.08,0
87079,33,5,0,0,5,0.2,0.4,3,0.01,0.09,0
47291,9,5,0,0,195,0.01,0.06,2,0.01,0.07,0
26648,18,5,0,0,57,0.28,0.07,30,0.12,0.05,0
83413,16,5,0,0,144,0.13,0.06,19,0.07,0.06,0
47907,35,5,0,0,267,0.01,0.06,4,0.02,0.09,0
32046,49,5,0,0,124,0.06,0.06,2,0.01,0.09,0
30883,60,5,0,0,37,0.19,0.11,57,0.22,0.04,0
16284,49,5,0,0,133,0.17,0.05,4,0.02,0.06,0
10770,49,5,0,0,14,0.43,0.21,8,0.03,0.07,0
89209,15,9,1032,0,26,1.0,0.0,26,0.1,0.02,0
64754,29,5,0,0,198,0.01,0.07,1,0.0,0.08,0
40900,24,5,0,0,211,0.05,0.06,17,0.07,0.08,0
113387,49,5,0,0,217,0.06,0.06,8,0.03,0.09,0
99044,65,5,0,0,136,0.07,0.06,10,0.04,0.07,0
89123,20,5,0,0,296,0.08,0.05,24,0.09,0.05,0
38879,37,5,0,0,251,0.01,0.07,3,0.01,0.08,0
65805,49,5,0,0,198,0.01,0.07,1,0.0,0.09,0
65884,53,2,0,0,103,0.02,0.07,2,0.01,0.07,0
3394,10,2,0,0,250,0.01,0.07,2,0.01,0.08,0
96051,23,1,0,0,250,0.01,0.07,3,0.01,0.09,0
111873,24,9,54540,8314,2,1.0,0.0,212,1.0,0.0,0
97906,20,5,0,0,56,0.16,0.07,49,0.19,0.02,0
19342,24,4,43232,7300,5,1.0,0.0,255,1.0,0.0,0
34883,18,5,0,0,247,0.06,0.06,1,0.0,0.09,0
71769,5,1,0,0,135,0.1,0.07,14,0.05,0.06,0
4086,49,9,28,0,67,1.0,0.0,67,0.26,0.01,0
123757,11,5,0,0,213,0.0,0.07,2,0.01,0.08,0
64684,49,5,0,0,284,0.07,0.06,10,0.04,0.07,0
83555,5,5,0,0,239,0.06,0.06,7,0.03,0.08,0
104669,49,9,28,0,78,1.0,0.0,78,0.31,0.64,0
121516,34,5,0,0,135,0.14,0.06,18,0.07,0.07,0
9067,49,5,0,0,143,0.14,0.06,16,0.06,0.06,0
119954,57,5,0,0,260,0.03,0.05,9,0.04,0.05,0
75556,59,1,0,0,294,0.06,0.06,18,0.07,0.07,0
31677,57,5,0,0,179,0.1,0.06,15,0.06,0.06,0
55401,24,1,0,0,224,0.05,0.07,11,0.04,0.08,0
94593,24,9,54540,8314,6,1.0,0.0,14,1.0,0.0,0
6739,5,1,0,0,280,0.04,0.06,11,0.04,0.07,0
20662,9,5,0,0,221,0.08,0.07,17,0.07,0.07,0
8918,20,1,0,0,272,0.03,0.06,9,0.04,0.07,0
30607,35,5,0,0,65,0.11,0.08,7,0.03,0.07,0
61021,49,5,0,0,139,0.05,0.06,7,0.03,0.05,0
6852,49,5,0,0,136,0.14,0.06,7,0.03,0.07,0
11003,15,9,1032,0,511,1.0,0.0,60,0.24,0.02,0
73502,49,5,0,0,227,0.11,0.05,23,0.26,0.11,0
1761,33,5,0,0,255,0.03,0.05,14,0.05,0.08,0
101478,49,5,0,0,134,0.1,0.06,7,0.03,0.08,0
83433,49,5,0,0,282,0.02,0.06,13,0.05,0.07,0
83542,60,5,0,0,238,0.07,0.06,17,0.07,0.06,0
39889,13,5,0,0,204,0.03,0.06,20,0.08,0.07,0
16743,49,5,0,0,128,0.06,0.05,8,0.03,0.07,0
108291,15,9,1032,0,510,1.0,0.0,33,0.19,0.02,0
125790,49,1,0,0,47,0.06,0.09,3,0.01,0.07,0
28571,49,1,0,0,271,0.05,0.06,13,0.05,0.08,0
59697,40,1,0,0,216,0.0,0.07,1,0.0,0.09,0
21905,30,5,0,0,148,0.08,0.05,1,0.0,0.07,0
30869,48,5,0,0,143,0.1,0.05,15,0.06,0.05,0
91928,34,5,0,0,135,0.15,0.07,1,0.0,0.07,0
52346,35,5,0,0,203,0.04,0.07,9,0.04,0.08,0
30256,49,5,0,0,264,0.03,0.05,9,0.04,0.06,0
55941,49,5,0,0,101,0.01,0.07,24,0.09,0.06,0
111125,49,5,0,0,119,0.03,0.06,18,0.07,0.08,0
71378,23,5,0,0,297,0.0,0.06,3,0.01,0.07,0
20700,49,1,0,0,254,0.01,0.06,3,0.01,0.09,0
35459,60,5,0,0,102,0.05,0.06,5,0.02,0.07,0
112342,68,5,0,0,225,0.08,0.06,19,0.07,0.06,0
79231,2,5,0,0,119,0.11,0.07,13,0.05,0.07,0
47774,49,5,0,0,152,0.03,0.07,18,0.07,0.06,0
56219,32,5,0,0,80,0.01,0.08,1,0.0,0.06,0
3569,49,5,0,0,103,0.03,0.06,13,0.05,0.06,0
113317,49,5,0,0,110,0.11,0.05,4,0.02,0.07,0
86486,49,5,0,0,193,0.05,0.06,10,0.26,0.15,0
85424,29,5,0,0,291,0.04,0.05,9,0.04,0.08,0
67141,37,5,0,0,177,0.09,0.08,16,0.06,0.07,0
92778,7,5,0,0,104,0.04,0.07,4,0.02,0.07,0
19207,49,1,0,0,145,0.13,0.06,35,0.14,0.05,0
1733,49,9,28,0,116,0.14,0.06,16,0.06,0.94,0
5116,15,9,1032,0,511,1.0,0.0,38,0.15,0.07,0
92698,29,5,0,0,265,0.06,0.06,16,0.06,0.07,0
33286,49,9,28,0,76,0.97,0.04,74,0.29,0.02,0
66157,62,5,0,0,196,0.01,0.07,1,0.0,0.06,0
56301,66,5,0,0,194,0.03,0.07,5,0.02,0.07,0
107517,68,5,0,0,266,0.03,0.06,8,0.03,0.07,0
90043,19,5,0,0,231,0.04,0.06,10,0.04,0.07,0
116988,5,5,0,0,165,0.07,0.06,11,0.04,0.06,0
56169,8,5,0,0,38,0.18,0.11,7,0.03,0.08,0
2646,49,5,0,0,112,0.03,0.09,3,0.01,0.08,0
124827,49,5,0,0,267,0.03,0.06,26,0.1,0.07,0
99077,39,5,0,0,123,0.08,0.05,10,0.04,0.05,0
55849,49,5,0,0,215,0.03,0.07,6,0.02,0.05,0
64240,49,5,0,0,153,0.02,0.06,3,0.01,0.07,0
124668,33,1,0,0,254,0.05,0.07,12,0.05,0.08,0
56707,49,5,0,0,25,0.04,0.12,10,0.04,0.07,0
73155,41,5,0,0,84,0.18,0.07,15,0.06,0.07,0
116196,49,5,0,0,226,0.06,0.06,14,0.05,0.06,0
86586,49,9,28,0,94,1.0,0.0,94,0.37,0.01,0
73561,49,5,0,0,228,0.03,0.07,7,0.03,0.06,0
74060,49,5,0,0,174,0.05,0.08,8,0.03,0.07,0
56252,29,1,0,0,231,0.06,0.07,14,0.05,0.08,0
48131,20,5,0,0,75,0.24,0.05,58,0.23,0.02,0
83025,5,5,0,0,247,0.02,0.06,5,0.02,0.05,0
95063,6,5,0,0,127,0.02,0.07,3,0.01,0.07,0
571,37,5,0,0,101,0.13,0.05,13,0.05,0.05,0
39329,24,1,0,0,245,0.08,0.07,20,0.08,0.07,0
98703,24,5,0,0,182,0.03,0.07,6,0.02,0.08,0
60340,66,5,0,0,136,0.07,0.06,10,0.04,0.05,0
21448,49,5,0,0,133,0.1,0.07,33,0.13,0.06,0
21792,49,5,0,0,213,0.02,0.07,14,0.05,0.07,0
18171,49,5,0,0,139,0.08,0.06,30,0.12,0.06,0
77833,8,5,0,0,243,0.07,0.06,4,0.02,0.07,0
17583,49,1,0,0,136,0.11,0.07,15,0.06,0.06,0
93442,60,5,0,0,48,0.33,0.06,70,0.27,0.02,0
98125,49,5,0,0,43,0.05,0.12,15,0.06,0.08,0
12053,49,5,0,0,195,0.01,0.06,1,0.0,0.07,0
125743,18,5,0,0,1,1.0,0.0,63,0.25,0.02,0
85263,60,2,0,0,217,0.0,0.07,1,0.0,0.07,0
123830,49,5,0,0,294,0.01,0.05,3,0.01,0.07,0
33693,58,1,0,0,261,0.01,0.06,2,0.01,0.08,0
22037,29,5,0,0,294,0.06,0.06,3,0.01,0.07,0
45280,32,1,0,0,149,0.13,0.05,20,0.08,0.06,0
4375,49,5,0,0,160,0.01,0.06,17,0.07,0.06,0
55356,15,9,1032,0,511,1.0,0.0,24,0.09,0.25,0
15342,15,9,1032,0,511,1.0,0.0,207,0.81,0.02,0
102138,7,5,0,0,189,0.01,0.06,2,0.01,0.06,0
93686,49,5,0,0,145,0.1,0.06,1,0.0,0.08,0
100609,23,5,0,0,207,0.07,0.05,15,0.06,0.06,0
22574,49,9,28,0,139,0.28,0.05,39,0.15,0.85,0
31452,49,5,0,0,87,0.22,0.06,19,0.07,0.07,0
94485,49,9,28,0,195,0.49,0.04,95,0.37,0.63,0
23633,15,9,1032,0,271,1.0,0.0,255,1.0,0.0,0
87423,15,9,1032,0,511,1.0,0.0,37,0.15,0.21,0
110469,68,5,0,0,204,0.01,0.06,1,0.0,0.09,0
83481,6,1,0,0,103,0.01,0.08,1,0.0,0.06,0
26183,2,5,0,0,217,0.08,0.06,17,0.07,0.07,0
121316,49,5,0,0,114,0.03,0.06,6,0.03,0.09,0
57961,49,5,0,0,131,0.15,0.05,19,0.07,0.07,0
43272,58,5,0,0,235,0.06,0.07,15,0.06,0.07,0
76196,62,5,0,0,252,0.08,0.06,19,0.07,0.07,0
17045,7,5,0,0,219,0.07,0.07,16,0.06,0.08,0
67188,49,5,0,0,255,0.01,0.06,2,0.01,0.07,0
3479,24,5,0,0,38,0.34,0.11,63,0.25,0.02,0
2361,8,5,0,0,281,0.02,0.06,6,0.02,0.07,0
112943,49,1,0,0,157,0.01,0.07,1,0.0,0.08,0
68174,29,5,0,0,231,0.06,0.07,13,0.05,0.07,0
125196,24,5,0,0,20,0.25,0.2,48,0.19,0.05,0
28162,49,5,0,0,196,0.09,0.06,18,0.07,0.09,0
34265,49,1,0,0,227,0.03,0.07,7,0.03,0.08,0
62817,49,5,0,0,106,0.19,0.08,20,0.08,0.07,0
10918,4,5,0,0,277,0.04,0.06,11,0.04,0.07,0
86348,66,5,0,0,125,0.02,0.05,2,0.01,0.05,0
22768,52,5,0,0,210,0.02,0.07,5,0.02,0.08,0
63290,60,5,0,0,260,0.07,0.05,18,0.07,0.05,0
22403,68,1,0,0,218,0.05,0.06,10,0.04,0.08,0
44258,49,9,28,0,15,1.0,0.0,115,0.45,0.55,0
21339,49,5,0,0,124,0.06,0.07,8,0.03,0.09,0
113684,18,5,0,0,32,0.31,0.12,10,0.04,0.06,0
124909,62,2,0,0,175,0.03,0.07,6,0.02,0.07,0
23885,49,5,0,0,115,0.06,0.07,7,0.03,0.08,0
64220,49,5,0,0,133,0.08,0.07,6,0.02,0.06,0
13101,49,5,0,0,288,0.05,0.06,10,0.04,0.08,0
120043,18,5,0,0,31,0.39,0.13,72,0.28,0.02,0
15947,49,5,0,0,96,0.11,0.06,11,0.04,0.06,0
88269,28,5,0,0,216,0.09,0.06,20,0.08,0.08,0
51773,24,5,0,0,144,0.1,0.06,15,0.06,0.06,0
10594,6,5,0,0,109,0.08,0.06,9,0.04,0.07,0
87146,49,1,0,0,248,0.07,0.06,22,0.09,0.07,0
407,49,5,0,0,257,0.07,0.05,2,0.01,0.09,0
62194,26,5,0,0,134,0.12,0.05,4,0.02,0.07,0
47928,11,5,0,0,243,0.02,0.06,4,0.02,0.08,0
115926,7,5,0,0,272,0.02,0.06,6,0.02,0.06,0
15821,62,5,0,0,294,0.06,0.06,17,0.07,0.07,0
19311,49,5,0,0,126,0.1,0.06,15,0.06,0.07,0
9868,36,5,0,0,84,0.19,0.07,16,0.06,0.05,0
97874,49,5,0,0,195,0.06,0.07,11,0.04,0.07,0
115864,15,9,1032,0,511,1.0,0.0,196,0.77,0.01,0
52156,11,5,0,0,277,0.03,0.06,9,0.04,0.07,0
123323,6,5,0,0,141,0.14,0.06,20,0.08,0.06,0
84731,17,5,0,0,114,0.02,0.07,2,0.01,0.08,0
57051,49,2,0,0,288,0.07,0.06,19,0.07,0.07,0
18921,36,5,0,0,253,0.01,0.06,2,0.01,0.08,0
102745,29,5,0,0,229,0.01,0.07,2,0.01,0.08,0
50396,23,5,0,0,101,0.01,0.07,18,0.07,0.07,0
55649,19,2,0,0,246,0.0,0.07,1,0.0,0.07,0
109325,49,5,0,0,158,0.05,0.07,8,0.03,0.09,0
125366,49,1,0,0,283,0.06,0.06,17,0.07,0.06,0
81954,8,1,0,0,210,0.01,0.07,2,0.01,0.09,0
86858,62,5,0,0,265,0.02,0.06,6,0.02,0.07,0
11262,11,5,0,0,273,0.03,0.06,7,0.03,0.08,0
78220,49,5,0,0,225,0.01,0.06,5,0.02,0.07,0
124069,49,5,0,0,147,0.04,0.06,5,0.03,0.1,0
97836,24,5,0,0,281,0.03,0.06,8,0.03,0.05,0
43813,49,5,0,0,119,0.13,0.06,18,0.07,0.06,0
104290,33,1,0,0,114,0.01,0.07,1,0.0,0.08,0
72510,49,5,0,0,101,0.01,0.07,8,0.03,0.07,0
107228,49,5,0,0,46,0.04,0.13,16,0.06,0.07,0
96152,58,5,0,0,102,0.02,0.1,2,0.01,0.08,0
83395,49,1,0,0,128,0.05,0.07,7,0.03,0.08,0
51994,24,5,0,0,12,1.0,0.0,12,0.05,0.07,0
89104,31,5,0,0,145,0.14,0.06,20,0.08,0.06,0
72217,44,5,0,0,198,0.01,0.07,2,0.01,0.07,0
77512,49,5,0,0,117,0.11,0.06,7,0.03,0.06,0
38869,42,2,0,0,219,0.03,0.07,6,0.02,0.07,0
21390,49,5,0,0,203,0.12,0.06,25,0.1,0.06,0
76888,18,5,0,0,4,0.25,0.75,22,0.09,0.06,0
109376,20,1,0,0,219,0.05,0.07,10,0.04,0.07,0
71385,9,5,0,0,288,0.0,0.05,1,0.0,0.05,0
59130,23,1,0,0,275,0.03,0.06,9,0.04,0.07,0
47268,49,9,28,0,51,0.98,0.04,50,0.2,0.02,0
125361,49,1,0,0,289,0.06,0.06,34,0.13,0.06,0
110532,20,5,0,0,42,0.29,0.1,68,0.27,0.02,0
115149,4,1,0,0,136,0.12,0.07,16,0.06,0.07,0
10024,49,5,0,0,43,0.19,0.14,8,0.03,0.07,0
71689,9,5,0,0,11,0.27,0.55,7,0.03,0.1,0
94006,31,1,0,0,133,0.05,0.06,6,0.02,0.06,0
53674,49,5,0,0,145,0.03,0.06,2,0.01,0.06,0
88139,49,5,0,0,126,0.09,0.07,13,0.05,0.07,0
4435,31,5,0,0,77,0.21,0.05,16,0.06,0.05,0
16456,49,5,0,0,115,0.09,0.06,12,0.05,0.07,0
87657,37,5,0,0,197,0.02,0.07,4,0.02,0.08,0
94326,41,5,0,0,118,0.05,0.06,15,0.06,0.07,0
82239,34,5,0,0,118,0.03,0.06,3,0.01,0.08,0
31095,60,5,0,0,113,0.16,0.07,3,0.01,0.09,0
38217,49,5,0,0,27,0.26,0.11,7,0.03,0.07,0
50378,49,5,0,0,208,0.02,0.06,3,0.01,0.08,0
16012,24,9,54540,8314,2,1.0,0.0,105,1.0,0.0,0
17266,56,5,0,0,280,0.0,0.06,1,0.0,0.06,0
62767,39,5,0,0,285,0.07,0.05,1,0.0,0.09,0
67192,49,9,28,0,174,0.43,0.04,74,0.29,0.71,0
97821,49,5,0,0,232,0.05,0.06,1,0.0,0.09,0
34216,49,5,0,0,183,0.09,0.07,16,0.06,0.08,0
26246,49,5,0,0,217,0.04,0.06,3,0.01,0.07,0
50355,17,5,0,0,84,0.04,0.07,3,0.01,0.06,0
63417,4,1,0,0,275,0.03,0.06,8,0.03,0.07,0
66283,4,5,0,0,246,0.03,0.05,8,0.03,0.05,0
9626,57,5,0,0,282,0.02,0.06,16,0.06,0.08,0
37879,5,5,0,0,260,0.0,0.05,1,0.0,0.05,0
103709,20,5,0,0,290,0.06,0.06,5,0.02,0.1,0
67550,49,1,0,0,113,0.03,0.07,23,0.09,0.07,0
65698,15,9,520,0,203,1.0,0.0,255,1.0,0.0,0
47282,49,5,0,0,137,0.11,0.06,19,0.07,0.06,0
91418,67,5,0,0,256,0.03,0.06,14,0.05,0.07,0
65664,49,5,0,0,125,0.07,0.07,9,0.04,0.07,0
39842,49,5,0,0,242,0.07,0.07,17,0.07,0.07,0
106344,40,5,0,0,149,0.09,0.05,14,0.05,0.05,0
119721,2,1,0,0,198,0.08,0.07,15,0.06,0.07,0
