,service,flag,src_bytes,dst_bytes,count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,labels
458,7,5,0,0,202,0.01,0.06,8,0.03,0.07,0
104735,30,5,0,0,139,0.13,0.06,18,0.07,0.07,0
3213,20,5,0,0,17,0.18,0.24,49,0.19,0.05,0
113206,47,5,0,0,120,0.08,0.07,10,0.04,0.09,0
61195,62,5,0,0,146,0.14,0.06,20,0.08,0.07,0
104019,20,5,0,0,50,0.22,0.08,51,0.2,0.04,0
26326,47,5,0,0,207,0.01,0.06,5,0.02,0.06,0
88095,47,5,0,0,173,0.05,0.07,9,0.04,0.07,0
99490,62,5,0,0,123,0.02,0.07,3,0.01,0.06,0
106755,47,1,0,0,74,0.24,0.07,7,0.03,0.07,0
109834,47,1,0,0,148,0.12,0.06,18,0.25,0.08,0
36271,37,1,0,0,148,0.08,0.07,12,0.05,0.07,0
9596,26,5,0,0,296,0.06,0.06,18,0.07,0.07,0
18104,47,5,0,0,81,0.23,0.06,19,0.07,0.08,0
47112,30,5,0,0,266,0.09,0.05,23,0.09,0.06,0
35675,15,9,1032,0,511,1.0,0.0,226,0.89,0.07,0
87069,47,5,0,0,94,0.2,0.05,19,0.07,0.07,0
125454,6,5,0,0,14,0.07,0.21,1,0.0,0.07,0
64944,47,5,0,0,159,0.01,0.07,2,0.01,0.08,0
81357,39,5,0,0,148,0.03,0.06,6,0.02,0.05,0
53707,23,5,0,0,11,0.18,0.36,42,0.16,0.05,0
98277,47,5,0,0,129,0.05,0.07,11,0.04,0.07,0
73140,47,5,0,0,55,0.09,0.07,20,0.08,0.07,0
48573,47,9,28,0,35,1.0,0.0,35,0.14,0.01,0
31286,47,5,0,0,206,0.03,0.06,4,0.02,0.08,0
54800,35,5,0,0,242,0.02,0.07,4,0.02,0.07,0
69275,47,5,0,0,253,0.06,0.06,13,0.05,0.08,0
124815,15,9,1032,0,444,1.0,0.0,255,1.0,0.0,0
81489,47,9,28,0,55,1.0,0.0,55,0.43,0.03,0
11008,22,1,0,0,276,0.07,0.05,20,0.08,0.07,0
27864,4,5,0,0,254,0.01,0.07,2,0.01,0.08,0
38081,63,5,0,0,133,0.13,0.06,17,0.07,0.07,0
21428,47,1,0,0,138,0.07,0.06,3,0.01,0.07,0
96432,27,5,0,0,3,0.67,0.67,2,0.01,0.09,0
40610,39,5,0,0,109,0.14,0.06,15,0.07,0.06,0
113545,27,5,0,0,237,0.07,0.07,16,0.06,0.08,0
23822,19,2,0,0,245,0.02,0.07,4,0.02,0.08,0
2354,19,5,0,0,135,0.13,0.04,6,0.02,0.06,0
48837,15,9,520,0,478,1.0,0.0,84,1.0,0.0,0
15577,18,5,0,0,18,0.22,0.22,63,0.25,0.02,0
23312,30,1,0,0,145,0.13,0.06,19,0.07,0.06,0
48557,47,5,0,0,226,0.07,0.07,15,0.06,0.07,0
57412,11,5,0,0,243,0.09,0.06,22,0.09,0.07,0
15756,47,5,0,0,219,0.05,0.06,11,0.04,0.06,0
51683,47,5,0,0,115,0.09,0.06,16,0.06,0.06,0
82392,40,5,0,0,258,0.03,0.06,19,0.07,0.06,0
19109,32,5,0,0,137,0.13,0.06,18,0.07,0.05,0
49920,10,5,0,0,254,0.03,0.06,8,0.03,0.06,0
78109,20,5,0,0,214,0.09,0.06,19,0.07,0.06,0
117520,47,5,0,0,203,0.02,0.06,6,0.02,0.08,0
112582,8,5,0,0,264,0.0,0.06,1,0.0,0.07,0
80866,47,1,0,0,130,0.12,0.06,4,0.02,0.07,0
8276,47,5,0,0,132,0.14,0.06,18,0.07,0.07,0
52128,47,9,28,0,24,1.0,0.0,91,0.36,0.01,0
25404,18,2,0,0,262,0.02,0.06,6,0.02,0.08,0
22018,34,5,0,0,282,0.04,0.06,1,0.0,0.07,0
109567,47,5,0,0,248,0.02,0.06,5,0.02,0.06,0
7959,47,5,0,0,283,0.08,0.05,23,0.09,0.06,0
72737,47,5,0,0,203,0.02,0.06,13,0.05,0.06,0
5260,21,5,0,0,226,0.0,0.06,1,0.0,0.06,0
81652,57,5,0,0,13,0.31,0.15,44,0.17,0.04,0
45574,35,5,0,0,265,0.08,0.06,20,0.08,0.08,0
118950,21,5,0,0,146,0.07,0.05,8,0.03,0.07,0
107127,47,5,0,0,68,0.26,0.06,14,0.05,0.07,0
90384,47,5,0,0,188,0.04,0.06,7,0.03,0.07,0
103958,47,5,0,0,108,0.07,0.06,31,0.12,0.05,0
70968,9,5,0,0,287,0.0,0.06,1,0.0,0.07,0
76403,22,5,0,0,210,0.03,0.07,6,0.02,0.09,0
91662,47,5,0,0,61,0.03,0.1,17,0.07,0.07,0
99174,9,5,0,0,101,0.02,0.07,8,0.03,0.07,0
107577,15,9,1032,0,31,1.0,0.0,255,1.0,0.0,0
88879,32,5,0,0,104,0.19,0.06,20,0.08,0.07,0
88803,47,5,0,0,160,0.04,0.06,17,0.07,0.05,0
37296,47,5,0,0,119,0.03,0.07,9,0.04,0.06,0
28201,47,5,0,0,73,0.05,0.07,4,0.02,0.06,0
78007,2,5,0,0,206,0.01,0.07,3,0.01,0.08,0
63201,47,5,0,0,214,0.03,0.05,7,0.09,0.11,0
120729,62,5,0,0,110,0.01,0.06,1,0.0,0.07,0
75748,47,5,0,0,295,0.02,0.06,2,0.01,0.07,0
1312,47,5,0,0,280,0.06,0.04,18,0.13,0.07,0
41456,15,9,520,0,296,1.0,0.0,255,1.0,0.0,0
58820,23,5,0,0,56,0.27,0.07,35,0.26,0.03,0
53530,47,5,0,0,272,0.01,0.06,18,0.07,0.06,0
79862,47,5,0,0,188,0.1,0.05,18,0.07,0.05,0
121609,23,5,0,0,65,0.28,0.06,59,0.23,0.04,0
59526,47,5,0,0,6,0.33,0.67,2,0.01,0.1,0
106210,56,5,0,0,134,0.01,0.07,1,0.0,0.07,0
8219,16,5,0,0,141,0.02,0.06,2,0.01,0.06,0
49196,63,5,0,0,259,0.05,0.06,12,0.05,0.06,0
90266,26,5,0,0,274,0.03,0.07,9,0.04,0.08,0
31554,15,9,1032,0,511,1.0,0.0,123,0.48,0.17,0
116724,47,1,0,0,189,0.05,0.08,10,0.04,0.08,0
18557,65,5,0,0,233,0.02,0.06,5,0.02,0.07,0
57142,30,1,0,0,113,0.04,0.08,5,0.02,0.07,0
30610,8,5,0,0,249,0.07,0.06,16,0.06,0.07,0
13520,47,5,0,0,205,0.1,0.05,8,0.03,0.07,0
6232,33,5,0,0,103,0.02,0.06,2,0.01,0.05,0
125448,39,5,0,0,277,0.02,0.05,6,0.02,0.05,0
109215,20,5,0,0,64,0.14,0.06,29,0.11,0.06,0
55475,47,5,0,0,202,0.12,0.06,24,0.09,0.05,0
12998,47,5,0,0,145,0.08,0.07,12,0.05,0.08,0
27681,47,1,0,0,114,0.11,0.06,12,0.05,0.05,0
112980,63,5,0,0,286,0.02,0.06,4,0.02,0.06,0
108529,47,5,0,0,276,0.0,0.06,6,0.02,0.07,0
31542,15,9,1032,0,511,1.0,0.0,111,0.44,0.09,0
38614,11,5,0,0,295,0.04,0.05,11,0.04,0.06,0
20378,47,5,0,0,96,0.14,0.06,11,0.04,0.06,0
6033,8,5,0,0,298,0.05,0.05,1,0.0,0.07,0
123897,47,1,0,0,138,0.12,0.07,12,0.05,0.08,0
115831,18,2,0,0,277,0.04,0.06,10,0.04,0.09,0
107522,59,5,0,0,232,0.06,0.07,13,0.05,0.07,0
87419,47,5,0,0,229,0.01,0.06,2,0.01,0.08,0
63449,20,5,0,0,50,0.24,0.08,65,0.25,0.02,0
7324,34,5,0,0,256,0.03,0.06,3,0.01,0.07,0
80069,47,5,0,0,270,0.07,0.06,3,0.01,0.07,0
83301,26,1,0,0,255,0.01,0.06,2,0.01,0.08,0
1855,11,5,0,0,290,0.03,0.06,8,0.03,0.07,0
64216,47,5,0,0,224,0.07,0.06,8,0.03,0.08,0
105298,23,5,0,0,227,0.04,0.07,8,0.03,0.06,0
118954,6,5,0,0,124,0.07,0.06,20,0.08,0.07,0
111394,47,5,0,0,102,0.02,0.07,11,0.04,0.08,0
6200,47,5,0,0,139,0.08,0.06,15,0.06,0.06,0
116049,47,9,28,0,60,1.0,0.0,60,0.24,0.04,0
76628,20,5,0,0,69,0.16,0.06,65,0.25,0.02,0
93281,39,5,0,0,120,0.02,0.06,6,0.02,0.07,0
54835,34,5,0,0,266,0.02,0.06,4,0.02,0.06,0
98189,15,9,1480,0,1,1.0,0.0,9,1.0,0.0,0
121846,63,5,0,0,250,0.01,0.06,18,0.07,0.06,0
42383,23,5,0,0,238,0.0,0.07,1,0.0,0.07,0
74904,47,5,0,0,68,0.16,0.06,6,0.02,0.06,0
26590,23,9,54540,8314,4,1.0,0.0,180,1.0,0.0,0
78353,7,5,0,0,242,0.03,0.05,7,0.03,0.05,0
40141,59,5,0,0,299,0.07,0.05,20,0.08,0.06,0
57685,42,5,0,0,237,0.04,0.06,10,0.04,0.07,0
113627,47,5,0,0,239,0.02,0.07,10,0.04,0.07,0
71837,47,5,0,0,148,0.14,0.05,18,0.07,0.06,0
77460,47,9,28,0,7,1.0,0.0,7,0.03,0.02,0
10952,22,5,0,0,14,0.14,0.29,3,0.01,0.09,0
112279,6,5,0,0,135,0.04,0.06,6,0.02,0.06,0
39014,40,5,0,0,147,0.07,0.07,11,0.04,0.07,0
77998,15,9,1032,0,42,1.0,0.0,42,0.16,0.02,0
79445,23,5,0,0,211,0.09,0.06,20,0.08,0.08,0
62755,37,5,0,0,221,0.09,0.06,19,0.07,0.07,0
45548,47,5,0,0,11,0.73,0.18,8,0.03,0.07,0
56187,34,5,0,0,200,0.08,0.06,16,0.06,0.07,0
35191,31,1,0,0,247,0.04,0.07,10,0.04,0.08,0
111241,47,5,0,0,94,0.06,0.07,6,0.04,0.08,0
60441,15,9,1032,0,338,1.0,0.0,255,1.0,0.0,0
117938,24,5,0,0,142,0.06,0.06,9,0.04,0.06,0
8291,55,5,0,0,265,0.07,0.06,19,0.07,0.07,0
46597,47,5,0,0,187,0.02,0.06,15,0.06,0.09,0
52642,16,5,0,0,140,0.11,0.05,16,0.06,0.05,0
57415,47,9,28,0,8,1.0,0.0,8,0.03,0.02,0
58607,47,5,0,0,144,0.14,0.06,19,0.07,0.06,0
25147,18,5,0,0,18,0.44,0.22,68,0.27,0.03,0
1368,47,1,0,0,215,0.03,0.07,7,0.03,0.08,0
766,19,2,0,0,282,0.07,0.06,19,0.07,0.06,0
85816,47,5,0,0,127,0.17,0.06,1,0.0,0.06,0
116952,30,5,0,0,135,0.02,0.06,1,0.0,0.07,0
72507,27,5,0,0,164,0.1,0.07,16,0.06,0.07,0
48945,53,5,0,0,283,0.09,0.05,25,0.1,0.05,0
77885,40,5,0,0,216,0.11,0.06,24,0.09,0.06,0
60261,7,1,0,0,145,0.1,0.06,10,0.04,0.06,0
118997,47,5,0,0,120,0.15,0.06,13,0.05,0.07,0
23093,47,5,0,0,115,0.1,0.07,5,0.02,0.08,0
85629,18,5,0,0,135,0.15,0.07,20,0.08,0.07,0
33755,4,1,0,0,225,0.06,0.06,13,0.05,0.07,0
85425,27,5,0,0,291,0.04,0.05,9,0.04,0.08,0
91563,32,5,0,0,137,0.06,0.06,19,0.07,0.07,0
21510,47,5,0,0,265,0.06,0.06,20,0.08,0.07,0
105094,13,5,0,0,58,0.14,0.09,8,0.03,0.07,0
47769,9,5,0,0,209,0.06,0.06,12,0.05,0.08,0
40475,52,5,0,0,101,0.1,0.05,10,0.04,0.04,0
113334,47,5,0,0,142,0.05,0.06,7,0.03,0.07,0
62698,47,5,0,0,31,0.1,0.16,3,0.01,0.08,0
84406,15,9,1480,0,1,1.0,0.0,11,1.0,0.0,0
84826,9,5,0,0,285,0.05,0.05,13,0.05,0.05,0
100864,20,5,0,0,279,0.04,0.05,2,0.01,0.09,0
79044,55,5,0,0,107,0.05,0.09,5,0.02,0.08,0
89777,8,5,0,0,212,0.08,0.06,8,0.03,0.07,0
51510,20,5,0,0,69,0.23,0.06,64,0.25,0.02,0
121535,23,5,0,0,44,0.3,0.09,38,0.15,0.05,0
89345,4,5,0,0,237,0.03,0.07,6,0.02,0.07,0
104654,47,5,0,0,86,0.17,0.06,2,0.01,0.07,0
44652,47,5,0,0,198,0.04,0.07,23,0.09,0.07,0
22301,9,5,0,0,201,0.02,0.06,20,0.08,0.08,0
80065,23,9,54540,8314,4,1.0,0.0,103,1.0,0.0,0
44130,57,5,0,0,37,0.22,0.11,64,0.25,0.02,0
73651,28,5,0,0,99,0.1,0.07,4,0.02,0.07,0
34385,47,5,0,0,208,0.0,0.06,2,0.01,0.07,0
22840,57,5,0,0,99,0.25,0.05,1,0.0,0.05,0
104517,65,5,0,0,295,0.02,0.05,7,0.03,0.05,0
32865,2,5,0,0,194,0.06,0.06,10,0.04,0.07,0
57411,47,5,0,0,73,0.22,0.08,17,0.07,0.07,0
104955,39,5,0,0,97,0.02,0.07,21,0.08,0.06,0
114229,15,9,1480,0,4,1.0,0.0,4,0.02,0.02,0
41640,15,9,1032,0,511,1.0,0.0,28,0.11,0.18,0
125796,22,5,0,0,246,0.07,0.07,17,0.07,0.07,0
23722,17,5,0,0,118,0.19,0.04,23,0.09,0.04,0
77268,15,9,1032,0,511,1.0,0.0,174,0.68,0.16,0
50203,52,5,0,0,16,0.19,0.38,14,0.05,0.09,0
39495,23,5,0,0,215,0.03,0.07,7,0.03,0.08,0
12584,47,5,0,0,290,0.01,0.06,2,0.01,0.07,0
81492,38,5,0,0,192,0.03,0.06,5,0.02,0.07,0
31969,47,5,0,0,285,0.03,0.06,13,0.05,0.07,0
873,65,5,0,0,45,0.04,0.13,10,0.04,0.08,0
68694,47,5,0,0,197,0.06,0.07,11,0.04,0.07,0
27745,13,5,0,0,234,0.02,0.07,5,0.02,0.07,0
92425,27,5,0,0,284,0.08,0.05,24,0.09,0.05,0
1411,55,5,0,0,123,0.11,0.06,12,0.05,0.08,0
75576,55,5,0,0,295,0.06,0.06,19,0.07,0.07,0
104677,47,5,0,0,225,0.07,0.06,15,0.06,0.07,0
19494,47,5,0,0,117,0.14,0.06,5,0.02,0.06,0
106820,39,5,0,0,74,0.15,0.07,11,0.04,0.07,0
18095,47,5,0,0,99,0.11,0.06,3,0.01,0.07,0
16156,63,5,0,0,201,0.0,0.06,1,0.0,0.07,0
17121,2,1,0,0,180,0.05,0.07,9,0.04,0.07,0
107236,17,5,0,0,124,0.02,0.06,5,0.02,0.07,0
57050,20,5,0,0,59,0.24,0.07,50,0.2,0.05,0
61790,28,5,0,0,135,0.05,0.06,2,0.01,0.07,0
18197,47,5,0,0,254,0.06,0.06,15,0.06,0.07,0
89573,23,1,0,0,238,0.01,0.07,3,0.01,0.08,0
28103,20,5,0,0,26,0.42,0.08,55,0.23,0.02,0
43097,2,1,0,0,131,0.02,0.08,2,0.01,0.08,0
61007,36,5,0,0,299,0.02,0.06,7,0.03,0.07,0
45215,47,2,0,0,190,0.1,0.06,19,0.07,0.07,0
1935,47,5,0,0,279,0.04,0.05,2,0.01,0.08,0
121885,65,5,0,0,108,0.03,0.08,3,0.01,0.07,0
65188,23,4,22224,8315,4,1.0,0.0,255,1.0,0.0,0
58490,21,1,0,0,231,0.06,0.07,14,0.05,0.08,0
118978,47,1,0,0,110,0.1,0.06,1,0.0,0.07,0
41138,19,5,0,0,286,0.01,0.05,3,0.01,0.05,0
80763,64,1,0,0,109,0.06,0.06,6,0.02,0.07,0
98424,17,5,0,0,136,0.05,0.06,19,0.07,0.07,0
67167,57,5,0,0,76,0.25,0.05,52,0.2,0.04,0
55483,64,5,0,0,280,0.0,0.06,2,0.01,0.07,0
83746,18,5,0,0,300,0.07,0.06,20,0.08,0.07,0
30439,10,5,0,0,240,0.03,0.06,8,0.03,0.09,0
6239,47,1,0,0,138,0.14,0.06,17,0.07,0.07,0
77553,47,5,0,0,224,0.03,0.06,1,0.0,0.07,0
89636,65,5,0,0,15,0.47,0.27,7,0.03,0.08,0
97823,5,1,0,0,204,0.01,0.07,2,0.01,0.08,0
104359,21,1,0,0,255,0.05,0.05,14,0.05,0.06,0
93642,35,5,0,0,244,0.08,0.05,20,0.08,0.07,0
81448,23,4,53452,7300,4,1.0,0.0,255,1.0,0.0,0
115085,33,5,0,0,238,0.11,0.06,25,0.1,0.05,0
56678,23,5,0,0,49,0.37,0.08,58,0.23,0.02,0
109571,30,5,0,0,94,0.07,0.06,12,0.05,0.07,0
122163,47,5,0,0,104,0.03,0.06,3,0.01,0.06,0
97160,47,5,0,0,127,0.11,0.05,14,0.05,0.05,0
113664,47,5,0,0,117,0.17,0.06,1,0.02,0.14,0
55630,15,9,1032,0,511,1.0,0.0,170,0.67,0.01,0
95760,15,9,1032,0,142,1.0,0.0,225,0.88,0.02,0
73203,21,5,0,0,235,0.08,0.06,2,0.01,0.08,0
87962,15,9,1032,0,61,1.0,0.0,255,1.0,0.0,0
60723,57,5,0,0,73,0.26,0.05,66,0.26,0.02,0
96938,15,9,1032,0,511,1.0,0.0,141,0.55,0.02,0
4172,21,5,0,0,212,0.03,0.08,6,0.02,0.08,0
8865,15,9,520,0,149,1.0,0.0,255,1.0,0.0,0
115203,47,5,0,0,32,0.28,0.12,9,0.04,0.07,0
76114,23,1,0,0,255,0.02,0.07,5,0.02,0.07,0
27537,47,9,28,0,75,1.0,0.0,175,0.69,0.32,0
58306,23,9,54540,8314,3,1.0,0.0,50,1.0,0.0,0
46423,15,9,1032,0,511,1.0,0.0,130,0.51,0.17,0
55967,45,5,0,0,259,0.06,0.05,16,0.06,0.05,0
64533,47,5,0,0,168,0.1,0.07,1,0.0,0.07,0
99162,23,9,54540,8314,1,1.0,0.0,255,1.0,0.0,0
45248,36,5,0,0,119,0.03,0.07,4,0.02,0.08,0
51425,47,5,0,0,77,0.21,0.06,3,0.01,0.06,0
9967,15,9,1032,0,184,1.0,0.0,7,0.07,0.07,0
91459,47,5,0,0,103,0.04,0.06,7,0.03,0.06,0
121249,15,9,1032,0,372,1.0,0.0,255,1.0,0.0,0
58476,47,5,0,0,232,0.02,0.06,5,0.02,0.07,0
32332,28,1,0,0,149,0.13,0.06,20,0.08,0.06,0
99358,47,5,0,0,256,0.08,0.06,13,0.05,0.08,0
99749,23,5,0,0,208,0.0,0.07,1,0.0,0.08,0
103661,9,5,0,0,268,0.02,0.06,5,0.02,0.08,0
79669,47,5,0,0,156,0.12,0.05,3,0.01,0.06,0
75730,31,5,0,0,265,0.09,0.05,23,0.09,0.05,0
114225,28,5,0,0,53,0.32,0.06,17,0.07,0.04,0
71949,47,5,0,0,27,0.41,0.11,17,0.07,0.07,0
109326,47,5,0,0,158,0.05,0.07,8,0.03,0.09,0
82903,51,5,0,0,14,1.0,0.0,138,0.47,0.01,0
102363,47,5,0,0,159,0.08,0.07,13,0.05,0.07,0
42927,47,1,0,0,130,0.15,0.06,13,0.05,0.07,0
106554,30,1,0,0,235,0.0,0.07,1,0.0,0.07,0
17083,65,5,0,0,52,0.1,0.12,13,0.05,0.08,0
71331,15,9,1032,0,85,1.0,0.0,255,1.0,0.0,0
70647,47,1,0,0,94,0.04,0.09,4,0.02,0.07,0
103284,23,5,0,0,267,0.07,0.05,20,0.08,0.05,0
55612,17,5,0,0,141,0.04,0.06,5,0.02,0.05,0
104325,59,2,0,0,120,0.04,0.07,5,0.02,0.07,0
86549,47,5,0,0,64,0.03,0.08,19,0.07,0.07,0
95806,33,5,0,0,243,0.09,0.06,21,0.08,0.07,0
120434,47,5,0,0,155,0.12,0.06,18,0.07,0.05,0
84768,47,5,0,0,209,0.03,0.08,6,0.02,0.08,0
86972,47,1,0,0,161,0.06,0.06,10,0.04,0.07,0
16909,47,5,0,0,204,0.02,0.06,14,0.05,0.08,0
97418,46,2,0,0,129,0.05,0.06,7,0.03,0.06,0
105627,47,5,0,0,137,0.14,0.06,15,0.06,0.08,0
36929,47,5,0,0,28,0.29,0.18,8,0.03,0.07,0
93493,47,5,0,0,260,0.04,0.05,10,0.04,0.07,0
77389,27,1,0,0,238,0.02,0.07,5,0.02,0.07,0
86349,63,5,0,0,125,0.02,0.05,2,0.01,0.05,0
108872,10,2,0,0,242,0.02,0.07,5,0.02,0.07,0
105092,59,5,0,0,202,0.05,0.06,10,0.04,0.06,0
51033,44,5,0,0,260,0.03,0.07,9,0.04,0.08,0
5675,47,5,0,0,64,0.05,0.09,23,0.09,0.05,0
39778,4,5,0,0,139,0.06,0.06,16,0.06,0.07,0
27567,64,1,0,0,165,0.04,0.07,6,0.02,0.09,0
109213,47,5,0,0,243,0.07,0.07,20,0.08,0.08,0
56717,31,5,0,0,267,0.02,0.07,5,0.02,0.08,0
65554,31,1,0,0,122,0.07,0.07,9,0.04,0.08,0
103788,27,5,0,0,179,0.06,0.07,11,0.04,0.06,0
52612,65,5,0,0,141,0.09,0.06,10,0.04,0.06,0
63774,47,5,0,0,193,0.02,0.06,19,0.07,0.07,0
54674,47,5,0,0,251,0.03,0.06,7,0.03,0.05,0
79224,47,5,0,0,249,0.04,0.05,9,0.04,0.06,0
54259,30,5,0,0,123,0.04,0.06,16,0.06,0.07,0
4469,47,5,0,0,283,0.06,0.06,10,0.04,0.08,0
35716,17,5,0,0,113,0.17,0.06,19,0.07,0.06,0
11321,47,5,0,0,56,0.05,0.09,3,0.01,0.06,0
70475,65,5,0,0,276,0.08,0.05,21,0.08,0.05,0
27602,47,5,0,0,267,0.02,0.07,6,0.02,0.09,0
52713,47,5,0,0,227,0.04,0.05,10,0.04,0.06,0
117707,65,5,0,0,219,0.08,0.06,16,0.06,0.08,0
25544,47,1,0,0,298,0.03,0.05,10,0.04,0.06,0
111595,7,5,0,0,116,0.16,0.06,15,0.06,0.07,0
82889,57,5,0,0,78,0.24,0.05,59,0.23,0.02,0
25067,57,5,0,0,15,1.0,0.0,97,0.55,0.01,0
63773,57,5,0,0,280,0.0,0.05,1,0.0,0.05,0
2575,57,5,0,0,28,0.21,0.14,64,0.25,0.02,0
37097,47,5,0,0,61,0.05,0.07,3,0.01,0.05,0
115254,21,5,0,0,191,0.01,0.07,2,0.01,0.07,0
54664,47,5,0,0,148,0.16,0.05,19,0.07,0.05,0
1601,39,5,0,0,141,0.12,0.06,17,0.07,0.06,0
85426,47,5,0,0,238,0.06,0.06,15,0.06,0.08,0
54349,7,5,0,0,227,0.08,0.07,18,0.07,0.07,0
14110,22,5,0,0,174,0.01,0.07,2,0.01,0.07,0
57230,63,5,0,0,253,0.07,0.06,18,0.07,0.07,0
103694,57,5,0,0,24,0.17,0.08,4,0.02,0.07,0
68072,47,5,0,0,101,0.12,0.07,10,0.04,0.07,0
37402,20,5,0,0,41,0.27,0.1,28,0.11,0.05,0
118904,23,1,0,0,288,0.05,0.06,15,0.06,0.06,0
91121,16,5,0,0,148,0.17,0.05,25,0.1,0.05,0
66028,47,5,0,0,196,0.05,0.07,9,0.04,0.07,0
90666,51,5,0,0,280,0.07,0.06,1,0.0,0.07,0
90766,23,9,54540,8314,3,1.0,0.0,100,1.0,0.0,0
115888,47,2,0,0,125,0.08,0.06,10,0.04,0.08,0
75544,47,5,0,0,187,0.03,0.06,15,0.06,0.07,0
105523,23,5,0,0,44,0.41,0.09,58,0.23,0.03,0
45245,47,5,0,0,199,0.09,0.05,17,0.12,0.08,0
20474,15,9,1032,0,510,1.0,0.0,154,0.6,0.03,0
84981,32,5,0,0,145,0.11,0.06,4,0.02,0.07,0
60598,19,5,0,0,118,0.16,0.05,13,0.05,0.08,0
114369,18,5,0,0,258,0.0,0.05,1,0.0,0.05,0
76771,47,9,28,0,19,1.0,0.0,86,0.34,0.01,0
122603,55,5,0,0,122,0.11,0.06,11,0.04,0.08,0
52519,55,5,0,0,227,0.05,0.07,11,0.04,0.08,0
66995,47,5,0,0,245,0.03,0.07,7,0.03,0.07,0
50317,52,5,0,0,171,0.04,0.08,7,0.03,0.08,0
109381,62,5,0,0,125,0.15,0.06,19,0.07,0.06,0
109708,57,5,0,0,265,0.02,0.06,4,0.02,0.07,0
103357,23,9,54540,8314,2,1.0,0.0,199,1.0,0.0,0
90952,34,5,0,0,147,0.15,0.05,6,0.02,0.05,0
120550,11,5,0,0,209,0.07,0.07,14,0.05,0.07,0
27340,47,5,0,0,212,0.01,0.07,3,0.01,0.1,0
7918,19,5,0,0,234,0.02,0.06,4,0.02,0.06,0
30598,39,5,0,0,87,0.01,0.07,1,0.0,0.05,0
122945,57,5,0,0,24,0.21,0.17,64,0.25,0.02,0
51305,47,5,0,0,267,0.03,0.06,20,0.08,0.06,0
97430,15,9,1032,0,320,1.0,0.0,255,1.0,0.0,0
37439,47,5,0,0,149,0.05,0.06,2,0.01,0.06,0
119750,24,5,0,0,140,0.05,0.06,7,0.03,0.06,0
93237,23,5,0,0,58,0.28,0.07,36,0.26,0.03,0
74003,47,5,0,0,16,0.12,0.31,18,0.07,0.09,0
23130,47,5,0,0,50,0.26,0.12,13,0.05,0.07,0
124717,47,5,0,0,133,0.14,0.05,18,0.07,0.04,0
1216,16,5,0,0,141,0.11,0.06,16,0.06,0.06,0
46487,47,5,0,0,265,0.01,0.06,11,0.04,0.07,0
21202,26,5,0,0,291,0.08,0.05,23,0.09,0.05,0
22152,15,9,520,0,367,1.0,0.0,255,1.0,0.0,0
28956,6,5,0,0,143,0.13,0.06,19,0.07,0.06,0
49214,35,1,0,0,210,0.04,0.08,8,0.03,0.09,0
56458,47,5,0,0,128,0.09,0.06,11,0.09,0.08,0
46634,27,1,0,0,241,0.07,0.06,16,0.06,0.07,0
34359,63,5,0,0,257,0.03,0.06,7,0.03,0.07,0
64941,47,5,0,0,222,0.06,0.06,9,0.04,0.06,0
108811,47,5,0,0,58,0.26,0.1,18,0.07,0.07,0
51265,9,5,0,0,203,0.01,0.06,20,0.08,0.07,0
1185,15,9,520,0,441,1.0,0.0,191,1.0,0.0,0
64129,34,5,0,0,245,0.02,0.05,5,0.02,0.06,0
1638,23,5,0,0,200,0.01,0.06,18,0.07,0.07,0
13930,47,5,0,0,74,0.23,0.05,11,0.04,0.06,0
78698,36,1,0,0,140,0.08,0.06,3,0.01,0.07,0
112976,35,5,0,0,50,0.18,0.12,9,0.04,0.07,0
44324,27,5,0,0,232,0.06,0.06,15,0.06,0.06,0
67390,47,5,0,0,106,0.11,0.05,12,0.05,0.05,0
94353,6,5,0,0,107,0.01,0.07,1,0.0,0.08,0
89809,15,9,520,0,451,1.0,0.0,250,1.0,0.0,0
85812,47,1,0,0,152,0.07,0.09,10,0.04,0.08,0
119797,24,5,0,0,122,0.02,0.06,12,0.05,0.06,0
91746,38,5,0,0,274,0.01,0.06,2,0.01,0.06,0
121364,47,5,0,0,140,0.06,0.06,11,0.14,0.14,0
36532,47,5,0,0,277,0.01,0.06,20,0.08,0.06,0
73227,9,5,0,0,298,0.06,0.06,6,0.02,0.08,0
78938,55,5,0,0,281,0.06,0.06,5,0.02,0.07,0
11621,26,5,0,0,17,0.35,0.18,6,0.02,0.08,0
71682,65,5,0,0,270,0.07,0.05,20,0.08,0.05,0
112564,47,5,0,0,78,0.22,0.06,6,0.02,0.06,0
94459,26,5,0,0,285,0.05,0.06,4,0.02,0.07,0
118289,54,5,0,0,280,0.01,0.05,4,0.02,0.05,0
55107,47,5,0,0,109,0.05,0.07,1,0.0,0.07,0
109393,15,9,1032,0,509,1.0,0.0,162,0.64,0.16,0
65114,47,5,0,0,211,0.05,0.06,18,0.07,0.07,0
15812,47,5,0,0,120,0.05,0.07,15,0.06,0.07,0
117219,47,5,0,0,111,0.12,0.06,33,0.13,0.05,0
119835,47,1,0,0,277,0.05,0.06,15,0.06,0.07,0
10739,8,5,0,0,233,0.01,0.05,2,0.01,0.05,0
15321,23,5,0,0,68,0.28,0.06,59,0.23,0.03,0
